belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,actor,director
,0.0,"[{'id': 35, 'name': 'Comedy'}]",49410,en,"A ten year old boy gets tired of life with abusive parents and cashes in his piggy bank and steals a Mustang. He rides off into a surreal America playing ""Motorama,"" a game sponsored by Chimera Gas Company. He has various encounters with different people, and eventually reaches the Chimera Gas Company where he finds they are not playing by the rules of the game.",1.147517,"[{'name': 'Planet Productions', 'id': 6562}, {'name': 'Proletariat Productions Corporation', 'id': 35868}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-09-10,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,There's only one way to win the girl of your dreams: floor it!,Motorama,6.2,13.0,1991,0.0,"['Jordan Christopher Michael', 'Martha Quinn', 'Michael Naegel']",Barry Shils
,0.0,"[{'id': 18, 'name': 'Drama'}]",28296,en,"A devilish Southern woman, married to a man who despises her, manages to manipulate those around her under the guise of being kind. But, when her sister-in-law is engaged to be married to the woman's former lover and her husband starts up an affair with her cousin, visting from New York, things start to go awry and she sets a plan to destroy it all.",5.002136,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1955-11-07,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She's so excitingly good . . . when she's so wonderfully bad!,Queen Bee,5.9,6.0,1955,0.0,"['Joan Crawford', 'Barry Sullivan', 'Betsy Palmer']",Ranald MacDougall
,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",24206,en,"Waxman is a former Special Forces soldier who is now working as a heavily armed assassin for a top secret government agency. When a covert mission goes terribly wrong, Waxman and fellow assassin Clegg become that agency's prime targets.",1.672406,"[{'name': 'Newmarket Capital Group', 'id': 506}, {'name': 'Cine Grande Corporation', 'id': 40144}, {'name': 'Filmline International', 'id': 40759}, {'name': 'Conquistador Entertainment', 'id': 50433}, {'name': 'Algonquin Productions Limited', 'id': 54940}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1996-06-26,76382.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Terms are Clear. Kill or be Killed.,Silent Trigger,5.0,22.0,1996,0.0050921333333333,"['Dolph Lundgren', 'Gina Bellman', 'Conrad Dunn']",Russell Mulcahy
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6037,en,"Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",5.570606,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Rastar Pictures', 'id': 2070}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1976-06-23,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,By the time the world's greatest detectives figure out whodunnit... you could die,Murder by Death,7.4,187.0,1976,0.0,"['Peter Falk', 'Eileen Brennan', 'Peter Sellers']",Robert Moore
,0.0,"[{'id': 18, 'name': 'Drama'}]",42987,en,"A decadent London aristocrat hires a man-servant to attend to his needs. However, the balance of power starts to shift...",6.071204,"[{'name': 'Associated British-Pathé', 'id': 4894}, {'name': 'Elstree Distributors', 'id': 14535}, {'name': 'Springbok Productions', 'id': 14536}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1963-11-01,0.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Servant,7.3,48.0,1963,0.0,"['Dirk Bogarde', 'Sarah Miles', 'Wendy Craig']",Joseph Losey
,0.0,"[{'id': 18, 'name': 'Drama'}]",61418,en,"An oft overlooked film about struggling to deal with paralysis. Author Joel Garcia breaks his neck while hiking, and finds himself in a rehab center with Raymond, an exaggerating ladies man, and Bloss, a racist biker. Considerable tension builds as each character tries to deal with his new found handicap and the problems that go with it, especially Joel, whose lover Anna is having as difficult a time as he is",4.358659,"[{'name': 'No Frills Film Production', 'id': 3851}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-05-13,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Sometimes, life happens by accident.",The Waterdance,6.8,6.0,1992,0.0,"['Eric Stoltz', 'Helen Hunt', 'Wesley Snipes']",Neal Jimenez
,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",27099,fr,"Story of two gorgeous, young French boys who begin a passionate relationship that boils over and threatens to destroy both their lives. Shy Mathieu is 18-years-old and on summer vacation in the south of France. He spends his days lazily sunning himself at the beach, until he spies the handsome Cédric and falls in love. The film, like a dream, flows back and forth between the past and present, often asking us to fill the deliberate jumps in time.",2.242307,"[{'name': ""Man's Films"", 'id': 1016}, {'name': 'Arte France Cinéma', 'id': 6916}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'Lancelot Films', 'id': 18982}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2000-06-07,0.0,100.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Come Undone,6.1,24.0,2000,0.0,"['Jérémie Elkaïm', 'Stéphane Rideau', 'Dominique Reymond']",Sébastien Lifshitz
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",11857,en,Shaun Brumder is a local surfer kid from Orange County who dreams of going to Stanford to become a writer and to get away from his disfunctional family household. Except Shaun runs into one complication after another starting when his application is rejected after his dim-witted guidance counselor sends the wrong application.,4.582365,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'MTV Films', 'id': 746}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-10,0.0,82.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's not just a place. It's a state of mind.,Orange County,6.0,134.0,2002,0.0,"['Colin Hanks', 'Jack Black', 'Schuyler Fisk']",Jake Kasdan
,29000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",6312,fr,"In 18th century France, the Chevalier de Fronsac and his native American friend Mani are sent by the King to the Gevaudan province to investigate the killings of hundreds by a mysterious beast.",11.564252,"[{'name': 'Davis-Films', 'id': 342}, {'name': 'Eskwad', 'id': 616}, {'name': 'TF1 Films Production', 'id': 3823}, {'name': 'Canal+', 'id': 5358}, {'name': 'Studio Image Soficas', 'id': 25862}, {'name': 'Natexis Banques Populaires Images', 'id': 25863}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",2001-01-31,70752904.0,137.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Brotherhood of the Wolf,6.6,404.0,2001,2.4397553103448275,"['Samuel Le Bihan', 'Vincent Cassel', 'Émilie Dequenne']",Christophe Gans
48 Hrs. Collection,38000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",11595,en,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the ""Ice Man"". Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",6.938921,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-06-08,153518974.0,95.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The boys are back in town.,Another 48 Hrs.,5.8,205.0,1990,4.039973,"['Eddie Murphy', 'Nick Nolte', 'Brion James']",Walter Hill
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",24166,zh,"When a young street vendor with a grim home life meets a woman on her way to Paris, they forge an instant connection. He changes all the clocks in Taipei to French time.",1.363895,"[{'name': 'Arena Films', 'id': 1243}, {'name': 'Homegreen Films', 'id': 8041}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'TW', 'name': 'Taiwan'}]",2001-05-15,0.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,What Time Is It There?,7.5,21.0,2001,0.0,"['Lee Kang-Sheng', 'Chen Shiang-Chyi', 'Lu Yi-Ching']",Tsai Ming-liang
,0.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",26337,en,"Detective Kyle Bodine falls for Rachel Munro who is trapped in a violent marriage. After shooting her husband, Kyle relucantly agrees to help hide the body, but Kyle's partner is showing an unusual flair for finding clues.",7.340512,"[{'name': 'Orion Pictures', 'id': 41}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-03-04,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He thought it was passion. It was deceit. He thought it was love. It was murder.,China Moon,5.4,19.0,1994,0.0,"['Ed Harris', 'Madeleine Stowe', 'Charles Dance']",John Bailey
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",59066,en,"In pre-WWII Australia, a love triangle develops between a man, his wife and the man's brother.",0.139463,[],[],1987-05-14,1155000.0,98.0,[],Released,,The Umbrella Woman,5.5,2.0,1987,0.0,"['Rachel Ward', 'Bryan Brown', 'Steven Vidler']",Ken Cameron
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",77985,en,"Ivan Bibic returns to his Pittsburgh PA suburb after surviving a Japanse POW camp, causing regular nightmares. All the time he remained faithfully devoted to his childhood love, fellow ethnic Yugoslavian virgin Maria Bosic. She dates him again, thus ruining a virtual engagement to captain Al Griselli. Against Ivan's dad's advice, they get married. But Ivan became psychologically impotent, feels unworthy of her and starts wondering, even looking for another girl. Meanwhile slick guitar-and-song-busker Clarence Butts moves in to South-Western PA, and seduces Maria.",1.631723,"[{'name': 'Cannon Group', 'id': 1444}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-01-27,0.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Maria's Lovers,5.3,5.0,1984,0.0,"['Nastassja Kinski', 'John Savage', 'Robert Mitchum']",Andrei Konchalovsky
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",77074,en,Jason Carmichael is a popular New York City playwright in desperate need of a new writing partner who can provide him with inspiration. Phoebe Craddock is a small-town teacher who aspires to be a writer.,1.076058,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Corporation', 'id': 219}, {'name': 'TAFT Entertainment Pictures', 'id': 965}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-10-07,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Only two things can screw up their relationship.  He's one.  She's the other.,Romantic Comedy,5.0,4.0,1983,0.0,"['Dudley Moore', 'Mary Steenburgen', 'Frances Sternhagen']",Arthur Hiller
,22997992.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",10170,en,An expatriate British publisher unexpectedly finds himself working for British intelligence to investigate people in Russia.,10.445117,"[{'name': 'Pathé Entertainment', 'id': 841}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Star Partners III Ltd.', 'id': 21854}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-12-19,0.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Russia House,6.3,54.0,1990,0.0,"['Sean Connery', 'Michelle Pfeiffer', 'Roy Scheider']",Fred Schepisi
,0.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",18317,en,"Nina is totally heartbroken at the death of her boyfriend Jamie, but is even more unprepared for his return as a ghost. At first it's almost as good as it used to be - hey, even the rats that infested her house have disappeared. But Jamie starts bringing ghostly friends home and behaving more and more oddly.",2.066145,"[{'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Lionheart Entertainment', 'id': 13334}, {'name': 'Winston', 'id': 37449}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1990-11-10,0.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,BE CAREFUL WHAT YOU WISH FOR... IT JUST MIGHT COME TRUE.,Truly Madly Deeply,6.6,14.0,1990,0.0,"['Juliet Stevenson', 'Alan Rickman', 'Michael Maloney']",Anthony Minghella
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",98491,en,"The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy-- until Cathy meets Edgar Linton, the son of a wealthy neighbor. Written by Marg Baskin",1.090793,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1970-06-09,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wuthering Heights,7.0,13.0,1970,0.0,"['Timothy Dalton', 'Anna Calder-Marshall', 'Harry Andrews']",Robert Fuest
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",26686,en,Misadventures of four groups of guests at the Beverly Hills Hotel.,3.075976,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Rastar Films', 'id': 1177}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-12-15,0.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The best two-hour vacation in town!,California Suite,6.0,24.0,1978,0.0,"['Jane Fonda', 'Alan Alda', 'Maggie Smith']",Herbert Ross
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",61934,en,"The life story of a salt-of-the-earth Irish immigrant, who becomes an Army Noncommissioned Officer and spends his 50 year career at the United States Military Academy at West Point. This includes his job-related experiences as well as his family life and the relationships he develops with young cadets with whom he befriends. Based on the life of a real person.",0.936527,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Rota Productions', 'id': 81359}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1955-02-09,0.0,138.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Warms Your Heart! STIRS YOUR BLOOD! and fires your imagination!,The Long Gray Line,6.7,10.0,1955,0.0,"['Tyrone Power', ""Maureen O'Hara"", 'Robert Francis']",John Ford
,0.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",27273,en,"The realm of magic is being threatened by the realm of logic, so Carolinus, the green wizard decides to shield it for all time. Ommedon, the evil red wizard, stands in his way. Carolinus then calls for a quest that is to be led by a man named Peter Dickinson, who is the first man of both the realms of science and magic. It is Peters job to defeat Ommedon.",2.370931,"[{'name': 'Rankin/Bass Productions', 'id': 688}]",[],1982-08-17,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"A wondrous tale of action and suspense, damsels and ogres, dungeons and dragons, questing knights and evil warlocks.",The Flight of Dragons,7.0,20.0,1982,0.0,"['James Earl Jones', 'Harry Morgan', 'John Ritter']",Jules Bass
,18000000.0,"[{'id': 14, 'name': 'Fantasy'}]",848,en,The sorcerer and his apprentice Galen are on a mission to kill an evil dragon in order to save the King’s daughter from being sacrificed in accordance to a pact that the King himself made with the dragon to protect his kingdom. A fantasy film from Disney Studios that exhausted all possible visual effects of the time.,3.383201,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1981-06-26,14110013.0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,"In the Dark Ages, Magic was a weapon. Love was a mystery. Adventure was everywhere... And Dragons were real.",Dragonslayer,6.5,69.0,1981,0.7838896111111111,"['Peter MacNicol', 'Caitlin Clarke', 'Ralph Richardson']",Matthew Robbins
Conan the Barbarian Collection,18000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",9610,en,"Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.",10.151366,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'De Laurentiis Entertainment Group (DEG)', 'id': 484}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-06-29,100000000.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most powerful legend of all is back in a new adventure.,Conan the Destroyer,5.8,391.0,1984,5.555555555555555,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain']",Richard Fleischer
,1200000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",15035,en,"In this animated tale, a tiny village is destroyed by a surging glacier, which serves as the deadly domain for the evil Ice Lord, Nekron. The only survivor is a young warrior, Larn, who vows to avenge this act of destruction. The evil continues, however, as Nekron's palace of ice heads straight towards Fire Keep, the great fortress ruled by the good King Jarol. When Jarol's beautiful daughter, Teegra, is abducted by Nekron's sub-human ape-like creatures, Larn begins a daring search for her. What results is a tense battle between good and evil, surrounded by the mystical elements of the ancient past.",8.471302,"[{'name': 'Polyc International BV', 'id': 10318}, {'name': 'Producers Sales Organization (PSO)', 'id': 11670}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1983-03-25,760883.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The end of mankind as we know it.,Fire and Ice,6.2,37.0,1983,0.6340691666666667,"['Randy Norton', 'Cynthia Leake', 'Steve Sandor']",Ralph Bakshi
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",16127,en,"A mysterious door in the basement of the Hercules house leads to the Sixth Dimension by way of a gigantic set of intestine. When Frenchy slips through the door, King Fausto falls in love with her. The jealous Queen Doris takes Frenchy prisoner, and it is up to the Hercules family and friend Squeezit Henderson to rescue her.",2.234554,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-03-21,0.0,74.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Forbidden Zone,7.3,30.0,1980,0.0,"['Hervé Villechaize', 'Susan Tyrrell', 'Gisele Lindley']",Richard Elfman
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",31603,en,"A detective uncovers a formula that was devised by the Nazis in WW II to make gasoline from synthetic products, thereby eliminating the necessity for oil--and oil companies. A major oil company finds out about it and tries to destroy the formula and anyone who knows about it.",4.402396,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'CIP Filmproduktion GmbH', 'id': 14309}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-01-01,8894289.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Big Oil. Big Money. Big Mystery. Everyone's out to make a killing.,The Formula,6.0,9.0,1980,0.0,"['George C. Scott', 'Marlon Brando', 'Marthe Keller']",John G. Avildsen
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",32020,en,"A group of friends come of age in the asphalt desert of the San Fernando Valley set to a blazing soundtrack and endless drinking, drugs and sex.",2.825173,"[{'name': 'Casablanca Filmworks', 'id': 15058}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-02-29,4400000.0,106.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The City Had It Coming.,Foxes,5.7,23.0,1980,0.0,"['Jodie Foster', 'Cherie Currie', 'Scott Baio']",Adrian Lyne
,5500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",33155,en,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",1.409619,"[{'name': 'Marimark Productions', 'id': 1010}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-06-06,4865000.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She's too good to be true...and too real to be otherwise.,Galaxina,3.3,16.0,1980,0.8845454545454545,"['Dorothy Stratten', 'Stephen Macht', 'Avery Schreiber']",William Sachs
,40000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",4965,en,"Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.",8.209652,"[{'name': 'Dimension Films', 'id': 7405}, {'name': 'Marty Katz Productions', 'id': 12552}, {'name': 'Mojo Films', 'id': 21635}, {'name': 'PK Pictures', 'id': 21636}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-12-03,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In the Future, not everyone is who they seem to be.",Impostor,6.1,136.0,2001,0.0,"['Gary Sinise', 'Madeleine Stowe', 'Mekhi Phifer']",Gary Fleder
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",11891,en,"A movie within a movie, created to spoof the martial arts genre. Writer/director Steve Oedekerk uses contemporary characters and splices them into a 1970s kung-fu film, weaving the new and old together.
 As the main character, The Chosen One, Oedekerk sets off to avenge the deaths of his parents at the hands of kung-fu legend Master Pain. Along the way, he encounters some strange characters",5.305679,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'O Entertainment', 'id': 5682}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-25,0.0,81.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Kung Pow: Enter the Fist,6.0,161.0,2002,0.0,"['Hui Lou Chen', 'Tad Horino', 'Steve Oedekerk']",Steve Oedekerk
,33000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",11888,en,"When a Miami dentist inherits a team of sled dogs, he's got to learn the trade or lose his pack to a crusty mountain man.",13.470227,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-01-18,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get ready for mush hour!,Snow Dogs,5.3,190.0,2002,0.0,"['Jim Belushi', 'Cuba Gooding Jr.', 'James Coburn']",Brian Levant
48 Hrs. Collection,12000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",150,en,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer.",15.297121,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-12-07,78868508.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Cop. One Con. No Mercy.,48 Hrs.,6.5,364.0,1982,6.572375666666667,"['Nick Nolte', 'Eddie Murphy', ""Annette O'Toole""]",Walter Hill
,0.0,"[{'id': 18, 'name': 'Drama'}]",35263,de,"A portrait of a single day in the late summer of 1956, toward the end of Bertolt Brecht's life, as he prepares to leave his lakeside home, surrounded by the women who form his extended family.",0.042859,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'PL', 'name': 'Poland'}]",2000-05-14,0.0,91.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Farewell,5.0,1.0,2000,0.0,"['Josef Bierbichler', 'Monica Bleibtreu', 'Jeanette Hain']",Jan Schütte
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",112,da,"This fifth Danish Dogme film is about six vulnerable individuals whose lives are interwoven. In a city suburb, a young minister arrives to take up duties at a local church. He is persuaded by his assistant to join an Italian night school class, and he soon becomes the centre of a group of people to whom fate has dealt quite serious blows. Gradually each one in the group manages to overcome his/her predicament and find a happy solution. This Dogma production was shown at the Berlinale in 2001 where it surprisingly won a silver medal.",5.396508,"[{'name': 'Zentropa Entertainments', 'id': 76}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",2000-12-07,0.0,112.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,,Italian for Beginners,6.5,33.0,2000,0.0,"['Peter Gantzler', 'Sara Indrio Jensen', 'Ann Eleonora Jørgensen']",Lone Scherfig
